left_eye_from_center,right_eye_from_center,time_start,time_end
"[-1.0, -1.0]","[-0.5, -1.0]",52.92664980888367,52.9734992980957
"[-1.0, -1.0]","[-0.5, -1.0]",52.9734992980957,53.02054309844971
"[-1.0, -1.0]","[-0.5, -1.0]",53.02054309844971,53.06751036643982
"[-1.0, -1.0]","[-0.5, -1.0]",53.06751036643982,53.113868951797485
"[-1.0, -1.0]","[-0.5, -1.0]",53.113868951797485,53.16053223609924
"[-1.0, -1.0]","[-0.5, -1.0]",53.16053223609924,53.20699858665466
"[-1.0, -1.0]","[-0.5, -1.0]",53.20699858665466,53.254323959350586
"[-1.0, -1.0]","[-0.5, -1.0]",53.254323959350586,53.30187368392944
"[-1.0, -0.5]","[1.0, -0.5]",53.30187368392944,53.34941649436951
"[-1.0, -0.5]","[1.0, -0.5]",53.34941649436951,53.395618200302124
"[-1.0, -1.0]","[0.5, -1.0]",53.395618200302124,53.44169735908508
"[-1.5, -1.5]","[-0.5, -1.5]",53.44169735908508,53.48934578895569
"[-1.0, -1.5]","[-0.5, -1.0]",53.48934578895569,53.53588843345642
"[-1.0, -1.5]","[-0.5, -1.0]",53.53588843345642,53.583600997924805
"[-1.0, -1.5]","[0.0, -1.0]",53.583600997924805,53.63072943687439
"[-1.0, -1.5]","[0.0, -1.0]",53.63072943687439,53.67830848693848
"[-1.5, -1.0]","[-0.5, -1.5]",53.67830848693848,53.7243869304657
"[-1.5, -1.0]","[-0.5, -1.5]",53.7243869304657,53.77068471908569
"[0.5, -1.0]","[0.0, -1.0]",53.77068471908569,53.81737422943115
"[-1.5, -0.5]","[0.5, -1.5]",53.81737422943115,53.86387801170349
"[-1.5, -1.0]","[0.5, -0.5]",53.86387801170349,53.91047763824463
"[-1.5, -1.0]","[0.5, -0.5]",53.91047763824463,53.95854926109314
"[-2.0, -1.0]","[0.5, -1.0]",53.95854926109314,54.00416398048401
"[-2.0, -1.5]","[1.0, -1.0]",54.00416398048401,54.050618410110474
"[-2.0, -1.5]","[1.0, -1.0]",54.050618410110474,54.09826421737671
"[-1.0, -0.5]","[0.5, -0.5]",54.09826421737671,54.144489765167236
"[-1.0, -0.5]","[0.5, -0.5]",54.144489765167236,54.19056534767151
"[-1.0, -0.5]","[0.5, -0.5]",54.19056534767151,54.236955881118774
"[-1.0, -0.5]","[0.5, -0.5]",54.236955881118774,54.28377914428711
"[-1.0, -0.5]","[0.5, -0.5]",54.28377914428711,54.33020496368408
"[-1.0, -0.5]","[0.5, -0.5]",54.33020496368408,54.377448081970215
"[-1.0, -0.5]","[0.5, -0.5]",54.377448081970215,54.42345857620239
"[-1.0, -0.5]","[0.5, -0.5]",54.42345857620239,54.471004247665405
"[-1.0, -0.5]","[0.5, -0.5]",54.471004247665405,54.51819968223572
"[-1.0, -0.5]","[0.5, -0.5]",54.51819968223572,54.56543755531311
"[-1.0, -0.5]","[0.5, -0.5]",54.56543755531311,54.612574338912964
"[-1.0, -0.5]","[0.5, -0.5]",54.612574338912964,54.659462690353394
