left_eye_from_center,right_eye_from_center,start_time,end_time,left_eye_dim,right_eye_dim,left_eye_x,right_eye_x,duration,slide
"[-5.0, -0.5]","[5.0, -1.0]",33.03333333333333,33.06666666666666,"(36, 78)","(32, 77)",-5.0,5.0,0.03333333333333144,6
"[-4.0, -1.0]","[7.5, -1.0]",33.06666666666666,33.1,"(38, 77)","(36, 79)",-4.0,7.5,0.033333333333338544,6
"[-4.5, -1.0]","[6.5, -1.0]",33.1,33.13333333333333,"(39, 76)","(35, 75)",-4.5,6.5,0.03333333333333144,6
"[-4.0, -0.5]","[7.5, -1.5]",33.13333333333333,33.166666666666664,"(39, 76)","(35, 75)",-4.0,7.5,0.03333333333333144,6
"[-4.0, -0.5]","[7.5, -1.5]",33.166666666666664,33.2,"(39, 76)","(35, 75)",-4.0,7.5,0.033333333333338544,6
"[-4.0, -0.5]","[7.5, -1.5]",33.2,33.233333333333334,"(38, 80)","(33, 79)",-4.0,7.5,0.03333333333333144,6
"[-4.0, -1.0]","[8.5, -1.5]",33.233333333333334,33.266666666666666,"(38, 82)","(34, 80)",-4.0,8.5,0.03333333333333144,6
"[-4.0, -1.0]","[7.0, -1.0]",33.266666666666666,33.3,"(37, 81)","(34, 79)",-4.0,7.0,0.03333333333333144,6
"[-3.5, -1.5]","[9.5, -1.0]",33.3,33.333333333333336,"(36, 79)","(33, 78)",-3.5,9.5,0.033333333333338544,6
"[-2.5, -1.0]","[9.0, -1.5]",33.333333333333336,33.36666666666667,"(37, 79)","(35, 79)",-2.5,9.0,0.03333333333333144,6
"[-9.5, -0.5]","[1.5, -0.5]",33.36666666666667,33.4,"(37, 79)","(35, 78)",-9.5,1.5,0.03333333333333144,6
"[-9.5, 0.5]","[2.0, -1.5]",33.4,33.43333333333333,"(38, 80)","(35, 78)",-9.5,2.0,0.03333333333333144,6
"[-10.0, 0.0]","[2.0, -1.5]",33.43333333333333,33.46666666666667,"(35, 81)","(33, 82)",-10.0,2.0,0.033333333333338544,6
"[-6.5, -0.5]","[4.0, -0.5]",33.46666666666667,33.5,"(37, 81)","(36, 83)",-6.5,4.0,0.03333333333333144,6
"[-3.5, -1.5]","[6.5, -1.0]",33.5,33.53333333333333,"(38, 83)","(35, 82)",-3.5,6.5,0.03333333333333144,6
"[-3.5, -2.0]","[9.0, -1.5]",33.53333333333333,33.56666666666666,"(37, 82)","(35, 83)",-3.5,9.0,0.03333333333333144,6
"[-3.0, -1.5]","[7.5, -1.5]",33.56666666666666,33.6,"(38, 84)","(36, 83)",-3.0,7.5,0.033333333333338544,6
"[-3.0, -1.0]","[8.5, -2.0]",33.6,33.63333333333333,"(36, 81)","(34, 81)",-3.0,8.5,0.03333333333333144,6
"[-9.5, 0.0]","[1.5, -1.0]",33.63333333333333,33.666666666666664,"(36, 79)","(34, 80)",-9.5,1.5,0.03333333333333144,6
"[-9.5, 0.0]","[2.0, -1.0]",33.666666666666664,33.7,"(36, 80)","(35, 81)",-9.5,2.0,0.033333333333338544,6
"[-9.0, 0.0]","[1.5, -1.5]",33.7,33.733333333333334,"(35, 79)","(33, 80)",-9.0,1.5,0.03333333333333144,6
"[-9.5, -0.5]","[2.0, -1.5]",33.733333333333334,33.766666666666666,"(36, 81)","(34, 80)",-9.5,2.0,0.03333333333333144,6
"[-9.5, 0.0]","[1.0, -1.0]",33.766666666666666,33.8,"(35, 80)","(33, 79)",-9.5,1.0,0.03333333333333144,6
"[-9.0, -0.5]","[1.5, -1.5]",33.8,33.833333333333336,"(35, 79)","(33, 80)",-9.0,1.5,0.033333333333338544,6
"[-8.5, -0.5]","[2.0, -1.5]",33.833333333333336,33.86666666666667,"(35, 79)","(33, 80)",-8.5,2.0,0.03333333333333144,6
"[-8.5, -0.5]","[2.0, -1.5]",33.86666666666667,33.9,"(35, 79)","(33, 80)",-8.5,2.0,0.03333333333333144,6
"[-8.5, -0.5]","[2.0, -1.5]",33.9,33.93333333333333,"(36, 82)","(35, 84)",-8.5,2.0,0.03333333333333144,6
"[-10.0, -1.0]","[1.0, -1.5]",33.93333333333333,33.96666666666667,"(36, 82)","(34, 82)",-10.0,1.0,0.033333333333338544,6
"[-9.0, -1.0]","[2.0, -1.0]",33.96666666666667,34.0,"(35, 82)","(34, 84)",-9.0,2.0,0.03333333333333144,6
"[-10.0, -1.5]","[2.0, -1.0]",34.0,34.03333333333333,"(36, 82)","(35, 84)",-10.0,2.0,0.03333333333333144,6
"[-9.0, -1.0]","[1.0, -0.5]",34.03333333333333,34.06666666666666,"(35, 80)","(34, 82)",-9.0,1.0,0.03333333333333144,6
"[-8.0, -0.5]","[3.0, -1.0]",34.06666666666666,34.1,"(35, 80)","(35, 81)",-8.0,3.0,0.033333333333338544,6
"[-9.0, -1.5]","[2.5, -1.5]",34.1,34.13333333333333,"(35, 82)","(34, 83)",-9.0,2.5,0.03333333333333144,6
"[-7.0, -1.5]","[3.5, -1.0]",34.13333333333333,34.166666666666664,"(34, 81)","(35, 81)",-7.0,3.5,0.03333333333333144,6
"[-8.5, -1.0]","[2.5, -0.5]",34.166666666666664,34.2,"(34, 81)","(35, 80)",-8.5,2.5,0.033333333333338544,6
"[-6.5, -1.0]","[4.0, -0.5]",34.2,34.233333333333334,"(34, 81)","(36, 80)",-6.5,4.0,0.03333333333333144,6
"[-7.5, -1.0]","[5.0, -1.0]",34.233333333333334,34.266666666666666,"(35, 82)","(36, 83)",-7.5,5.0,0.03333333333333144,6
"[-8.0, -1.5]","[2.5, -1.0]",34.266666666666666,34.3,"(35, 81)","(37, 81)",-8.0,2.5,0.03333333333333144,6
"[-7.5, -1.5]","[3.5, -0.5]",34.3,34.333333333333336,"(34, 80)","(36, 79)",-7.5,3.5,0.033333333333338544,6
"[-7.0, -2.0]","[4.5, -1.0]",34.333333333333336,34.36666666666667,"(34, 80)","(36, 81)",-7.0,4.5,0.03333333333333144,6
"[-7.0, -1.0]","[4.5, -1.0]",34.36666666666667,34.4,"(35, 80)","(36, 82)",-7.0,4.5,0.03333333333333144,6
"[-7.0, -1.5]","[4.0, -1.0]",34.4,34.43333333333333,"(35, 82)","(37, 84)",-7.0,4.0,0.03333333333333144,6
"[-7.0, -1.5]","[2.0, -1.5]",34.43333333333333,34.46666666666667,"(34, 82)","(36, 84)",-7.0,2.0,0.033333333333338544,6
"[-7.0, -1.0]","[4.0, -1.0]",34.46666666666667,34.5,"(35, 81)","(36, 83)",-7.0,4.0,0.03333333333333144,6
"[-7.5, -1.5]","[3.5, -1.0]",34.5,34.53333333333333,"(36, 81)","(37, 84)",-7.5,3.5,0.03333333333333144,6
"[-6.5, -2.0]","[3.0, -1.5]",34.53333333333333,34.56666666666666,"(35, 81)","(36, 82)",-6.5,3.0,0.03333333333333144,6
"[-5.5, -1.5]","[4.0, -1.0]",34.56666666666666,34.6,"(35, 81)","(37, 83)",-5.5,4.0,0.033333333333338544,6
"[-5.5, -1.5]","[3.5, -0.5]",34.6,34.63333333333333,"(34, 81)","(36, 83)",-5.5,3.5,0.03333333333333144,6
"[-6.5, -1.0]","[3.5, -1.0]",34.63333333333333,34.666666666666664,"(35, 81)","(37, 83)",-6.5,3.5,0.03333333333333144,6
"[-5.5, -2.5]","[4.5, -1.5]",34.666666666666664,34.7,"(35, 84)","(38, 86)",-5.5,4.5,0.033333333333338544,6
"[-6.0, -2.5]","[4.0, -1.0]",34.7,34.733333333333334,"(36, 82)","(36, 83)",-6.0,4.0,0.03333333333333144,6
"[-6.0, -2.0]","[4.5, -1.0]",34.733333333333334,34.766666666666666,"(35, 82)","(37, 82)",-6.0,4.5,0.03333333333333144,6
"[-5.0, -1.5]","[5.0, -0.5]",34.766666666666666,34.8,"(36, 82)","(37, 83)",-5.0,5.0,0.03333333333333144,6
"[-5.0, -2.0]","[4.5, -1.5]",34.8,34.833333333333336,"(36, 83)","(37, 86)",-5.0,4.5,0.033333333333338544,6
"[-4.5, -2.0]","[4.0, -1.5]",34.833333333333336,34.86666666666667,"(36, 83)","(38, 83)",-4.5,4.0,0.03333333333333144,6
"[-5.5, -2.0]","[5.5, -1.0]",34.86666666666667,34.9,"(35, 82)","(37, 83)",-5.5,5.5,0.03333333333333144,6
"[-4.0, -2.5]","[5.5, -1.5]",34.9,34.93333333333333,"(36, 83)","(39, 84)",-4.0,5.5,0.03333333333333144,6
"[-4.5, -2.0]","[5.0, -1.5]",34.93333333333333,34.96666666666667,"(36, 83)","(39, 83)",-4.5,5.0,0.033333333333338544,6
"[-3.5, -2.0]","[6.5, -0.5]",34.96666666666667,35.0,"(36, 81)","(39, 80)",-3.5,6.5,0.03333333333333144,6
"[-3.5, -2.0]","[7.0, -0.5]",35.0,35.03333333333333,"(36, 82)","(37, 79)",-3.5,7.0,0.03333333333333144,6
"[-3.0, -2.0]","[7.5, -0.5]",35.03333333333333,35.06666666666666,"(36, 82)","(37, 80)",-3.0,7.5,0.03333333333333144,6
"[-4.0, -2.0]","[7.0, -0.5]",35.06666666666666,35.1,"(38, 82)","(41, 79)",-4.0,7.0,0.033333333333338544,6
"[-6.0, -3.0]","[5.5, -0.5]",35.1,35.13333333333333,"(37, 80)","(39, 72)",-6.0,5.5,0.03333333333333144,6
"[-6.0, -2.5]","[6.0, -0.5]",35.13333333333333,35.166666666666664,"(38, 83)","(41, 76)",-6.0,6.0,0.03333333333333144,6
"[-5.5, -4.0]","[6.0, -0.5]",35.166666666666664,35.2,"(40, 82)","(42, 76)",-5.5,6.0,0.033333333333338544,6
"[-5.0, -4.0]","[5.0, -1.0]",35.2,35.233333333333334,"(39, 81)","(40, 75)",-5.0,5.0,0.03333333333333144,6
"[-4.5, -3.5]","[6.5, -1.0]",35.233333333333334,35.266666666666666,"(39, 83)","(41, 82)",-4.5,6.5,0.03333333333333144,6
"[-4.5, -3.5]","[6.0, -0.5]",35.266666666666666,35.3,"(35, 80)","(36, 79)",-4.5,6.0,0.03333333333333144,6
"[-3.0, -2.5]","[7.5, 0.0]",35.3,35.333333333333336,"(35, 83)","(37, 86)",-3.0,7.5,0.033333333333338544,6
"[-0.5, -1.5]","[9.0, -1.5]",35.333333333333336,35.36666666666667,"(35, 83)","(37, 86)",-0.5,9.0,0.03333333333333144,6
"[-0.5, -1.5]","[9.0, -1.5]",35.36666666666667,35.4,"(35, 83)","(37, 86)",-0.5,9.0,0.03333333333333144,6
"[-0.5, -1.5]","[9.0, -1.5]",35.4,35.43333333333333,"(35, 83)","(37, 86)",-0.5,9.0,0.03333333333333144,6
"[-0.5, -1.5]","[9.0, -1.5]",35.43333333333333,35.46666666666667,"(35, 82)","(36, 85)",-0.5,9.0,0.033333333333338544,6
"[-9.0, -1.5]","[1.5, -1.0]",35.46666666666667,35.5,"(35, 82)","(36, 85)",-9.0,1.5,0.03333333333333144,6
"[-9.0, -1.5]","[1.5, -1.0]",35.5,35.53333333333333,"(35, 82)","(36, 85)",-9.0,1.5,0.03333333333333144,6
"[-9.0, -1.5]","[1.5, -1.0]",35.53333333333333,35.56666666666666,"(35, 83)","(37, 83)",-9.0,1.5,0.03333333333333144,6
"[-10.5, -1.5]","[4.5, -0.5]",35.56666666666666,35.6,"(36, 85)","(37, 87)",-10.5,4.5,0.033333333333338544,6
"[-9.5, -2.0]","[0.5, -0.5]",35.6,35.63333333333333,"(36, 84)","(37, 86)",-9.5,0.5,0.03333333333333144,6
"[-10.0, -2.0]","[-1.0, -1.5]",35.63333333333333,35.666666666666664,"(38, 83)","(40, 84)",-10.0,-1.0,0.03333333333333144,6
"[-8.5, -2.0]","[2.0, -1.0]",35.666666666666664,35.7,"(36, 83)","(38, 85)",-8.5,2.0,0.033333333333338544,6
"[-9.5, -2.0]","[2.5, -1.0]",35.7,35.733333333333334,"(37, 81)","(37, 81)",-9.5,2.5,0.03333333333333144,6
"[-8.5, -1.5]","[5.5, -0.5]",35.733333333333334,35.766666666666666,"(36, 81)","(37, 81)",-8.5,5.5,0.03333333333333144,6
"[-8.5, -2.0]","[3.5, -0.5]",35.766666666666666,35.8,"(37, 82)","(39, 85)",-8.5,3.5,0.03333333333333144,6
"[-8.0, -2.5]","[3.5, -1.5]",35.8,35.833333333333336,"(35, 79)","(38, 82)",-8.0,3.5,0.033333333333338544,6
"[-7.5, -1.5]","[5.0, -1.0]",35.833333333333336,35.86666666666667,"(35, 79)","(37, 78)",-7.5,5.0,0.03333333333333144,6
"[-6.5, -1.5]","[9.0, 0.5]",35.86666666666667,35.9,"(35, 81)","(36, 79)",-6.5,9.0,0.03333333333333144,6
"[-6.5, -1.5]","[8.5, 0.0]",35.9,35.93333333333333,"(35, 83)","(38, 85)",-6.5,8.5,0.03333333333333144,6
"[-7.5, -2.5]","[4.5, -1.0]",35.93333333333333,35.96666666666667,"(37, 81)","(38, 82)",-7.5,4.5,0.033333333333338544,6
"[-7.5, -2.5]","[5.0, -1.0]",35.96666666666667,36.0,"(36, 83)","(39, 84)",-7.5,5.0,0.03333333333333144,6
"[-6.5, -2.0]","[4.0, -1.5]",36.0,36.03333333333333,"(36, 82)","(38, 83)",-6.5,4.0,0.03333333333333144,6
"[-8.0, -2.0]","[4.5, -1.0]",36.03333333333333,36.06666666666666,"(34, 82)","(38, 83)",-8.0,4.5,0.03333333333333144,6
"[-6.0, -2.0]","[3.5, -1.0]",36.06666666666666,36.1,"(34, 82)","(36, 81)",-6.0,3.5,0.033333333333338544,6
"[-6.0, -2.0]","[5.5, -1.0]",36.1,36.13333333333333,"(36, 82)","(38, 81)",-6.0,5.5,0.03333333333333144,6
"[-6.0, -2.0]","[4.5, -1.0]",36.13333333333333,36.166666666666664,"(36, 81)","(38, 81)",-6.0,4.5,0.03333333333333144,6
"[-5.5, -2.0]","[4.5, -1.0]",36.166666666666664,36.2,"(36, 82)","(38, 82)",-5.5,4.5,0.033333333333338544,6
"[-6.0, -2.0]","[5.0, -1.0]",36.2,36.233333333333334,"(36, 82)","(38, 82)",-6.0,5.0,0.03333333333333144,6
"[-6.0, -2.0]","[5.0, -1.0]",36.233333333333334,36.266666666666666,"(37, 86)","(40, 84)",-6.0,5.0,0.03333333333333144,6
"[-5.0, -3.5]","[5.0, -1.0]",36.266666666666666,36.3,"(39, 84)","(42, 83)",-5.0,5.0,0.03333333333333144,6
"[-5.0, -3.5]","[4.5, -1.0]",36.3,36.333333333333336,"(37, 83)","(41, 81)",-5.0,4.5,0.033333333333338544,6
"[-5.5, -2.5]","[5.5, -0.5]",36.333333333333336,36.36666666666667,"(38, 81)","(41, 78)",-5.5,5.5,0.03333333333333144,6
"[-5.5, -3.0]","[7.0, -0.5]",36.36666666666667,36.4,"(39, 84)","(43, 83)",-5.5,7.0,0.03333333333333144,6
"[-5.0, -3.5]","[5.5, -0.5]",36.4,36.43333333333333,"(36, 80)","(39, 79)",-5.0,5.5,0.03333333333333144,6
"[-3.0, -3.0]","[7.5, -0.5]",36.43333333333333,36.46666666666667,"(35, 80)","(37, 78)",-3.0,7.5,0.033333333333338544,6
"[-9.0, -1.5]","[3.0, -0.5]",36.46666666666667,36.5,"(35, 79)","(37, 79)",-9.0,3.0,0.03333333333333144,6
"[-8.5, -1.5]","[3.5, -0.5]",36.5,36.53333333333333,"(30, 78)","(34, 80)",-8.5,3.5,0.03333333333333144,6
"[-9.0, -1.0]","[3.0, -1.0]",36.53333333333333,36.56666666666666,"(27, 80)","(31, 83)",-9.0,3.0,0.03333333333333144,6
"[-8.0, -1.5]","[-3.5, -1.5]",36.56666666666666,36.6,"(29, 80)","(33, 83)",-8.0,-3.5,0.033333333333338544,6
"[-9.0, -1.5]","[3.5, -0.5]",36.6,36.63333333333333,"(33, 83)","(35, 86)",-9.0,3.5,0.03333333333333144,6
"[-8.5, -1.5]","[1.0, -0.5]",36.63333333333333,36.666666666666664,"(33, 81)","(35, 83)",-8.5,1.0,0.03333333333333144,6
"[-8.5, -1.5]","[2.5, -0.5]",36.666666666666664,36.7,"(33, 83)","(36, 86)",-8.5,2.5,0.033333333333338544,6
"[-7.5, -1.5]","[1.0, -1.0]",36.7,36.733333333333334,"(34, 82)","(35, 84)",-7.5,1.0,0.03333333333333144,6
"[-7.0, -2.0]","[2.0, -0.5]",36.733333333333334,36.766666666666666,"(34, 81)","(36, 84)",-7.0,2.0,0.03333333333333144,6
"[-7.5, -2.0]","[2.0, -1.0]",36.766666666666666,36.8,"(33, 80)","(36, 82)",-7.5,2.0,0.03333333333333144,6
"[-8.0, -1.5]","[3.0, -1.0]",36.8,36.833333333333336,"(34, 82)","(35, 84)",-8.0,3.0,0.033333333333338544,6
"[-7.0, -2.0]","[3.0, -1.5]",36.833333333333336,36.86666666666667,"(34, 83)","(36, 87)",-7.0,3.0,0.03333333333333144,6
"[-7.5, -2.0]","[0.5, -1.0]",36.86666666666667,36.9,"(34, 82)","(36, 85)",-7.5,0.5,0.03333333333333144,6
"[-8.0, -2.0]","[2.5, -1.0]",36.9,36.93333333333333,"(34, 81)","(36, 83)",-8.0,2.5,0.03333333333333144,6
"[-7.5, -1.0]","[3.5, -1.0]",36.93333333333333,36.96666666666667,"(34, 80)","(36, 81)",-7.5,3.5,0.033333333333338544,6
"[-7.0, -1.0]","[4.5, 0.0]",36.96666666666667,37.0,"(34, 81)","(36, 85)",-7.0,4.5,0.03333333333333144,6
"[-6.5, -2.0]","[2.5, -1.0]",37.0,37.03333333333333,"(34, 81)","(36, 84)",-6.5,2.5,0.03333333333333144,6
"[-5.5, -2.0]","[3.0, -1.0]",37.03333333333333,37.06666666666666,"(34, 81)","(36, 82)",-5.5,3.0,0.03333333333333144,6
"[-5.5, -2.0]","[5.0, -1.0]",37.06666666666666,37.1,"(33, 81)","(36, 85)",-5.5,5.0,0.033333333333338544,6
"[-4.5, -1.5]","[3.5, -1.0]",37.1,37.13333333333333,"(34, 81)","(36, 85)",-4.5,3.5,0.03333333333333144,6
"[-4.5, -1.0]","[5.5, -1.0]",37.13333333333333,37.166666666666664,"(34, 82)","(36, 84)",-4.5,5.5,0.03333333333333144,6
"[-5.0, -2.0]","[5.0, -1.0]",37.166666666666664,37.2,"(33, 81)","(35, 84)",-5.0,5.0,0.033333333333338544,7
"[-6.5, -1.5]","[5.0, -0.5]",37.2,37.233333333333334,"(34, 82)","(36, 85)",-6.5,5.0,0.03333333333333144,7
"[-5.0, -2.0]","[3.5, -1.0]",37.233333333333334,37.266666666666666,"(35, 82)","(37, 85)",-5.0,3.5,0.03333333333333144,7
"[-6.0, -2.5]","[3.5, -1.5]",37.266666666666666,37.3,"(36, 81)","(36, 81)",-6.0,3.5,0.03333333333333144,7
"[-10.5, -2.0]","[2.5, -1.0]",37.3,37.333333333333336,"(36, 80)","(36, 82)",-10.5,2.5,0.033333333333338544,7
"[-9.0, -1.0]","[2.0, -1.0]",37.333333333333336,37.36666666666667,"(36, 80)","(37, 80)",-9.0,2.0,0.03333333333333144,7
"[-10.0, -2.0]","[3.0, -0.5]",37.36666666666667,37.4,"(35, 79)","(36, 81)",-10.0,3.0,0.03333333333333144,7
"[-9.5, -1.5]","[0.5, -1.0]",37.4,37.43333333333333,"(35, 80)","(37, 80)",-9.5,0.5,0.03333333333333144,7
"[-10.0, -1.5]","[2.0, -1.5]",37.43333333333333,37.46666666666667,"(35, 79)","(37, 81)",-10.0,2.0,0.033333333333338544,7
"[-9.5, -1.5]","[0.5, -1.5]",37.46666666666667,37.5,"(36, 81)","(37, 81)",-9.5,0.5,0.03333333333333144,7
"[-9.5, -2.0]","[3.5, -1.5]",37.5,37.53333333333333,"(36, 81)","(37, 83)",-9.5,3.5,0.03333333333333144,7
"[-8.5, -1.0]","[2.5, -0.5]",37.53333333333333,37.56666666666666,"(31, 81)","(34, 83)",-8.5,2.5,0.03333333333333144,7
"[-7.5, -1.5]","[0.5, 0.0]",37.56666666666666,37.6,"(31, 79)","(33, 80)",-7.5,0.5,0.033333333333338544,7
"[-8.5, -1.5]","[2.0, -0.5]",37.6,37.63333333333333,"(34, 82)","(36, 83)",-8.5,2.0,0.03333333333333144,7
"[-9.0, -2.0]","[1.5, -1.0]",37.63333333333333,37.666666666666664,"(35, 81)","(37, 83)",-9.0,1.5,0.03333333333333144,7
"[-9.5, -1.5]","[1.5, -1.5]",37.666666666666664,37.7,"(35, 81)","(38, 83)",-9.5,1.5,0.033333333333338544,7
"[-8.5, -1.5]","[1.5, -1.0]",37.7,37.733333333333334,"(35, 79)","(37, 81)",-8.5,1.5,0.03333333333333144,7
"[-7.5, -1.5]","[3.5, -0.5]",37.733333333333334,37.766666666666666,"(36, 81)","(38, 82)",-7.5,3.5,0.03333333333333144,7
"[-7.5, -2.0]","[4.0, -1.0]",37.766666666666666,37.8,"(35, 77)","(38, 77)",-7.5,4.0,0.03333333333333144,7
"[-8.5, -1.5]","[4.5, -1.0]",37.8,37.833333333333336,"(38, 78)","(40, 79)",-8.5,4.5,0.033333333333338544,7
"[-8.0, -2.0]","[3.5, -1.0]",37.833333333333336,37.86666666666667,"(36, 77)","(39, 77)",-8.0,3.5,0.03333333333333144,7
"[-7.5, -2.0]","[5.5, -0.5]",37.86666666666667,37.9,"(37, 78)","(40, 76)",-7.5,5.5,0.03333333333333144,7
"[-6.0, -2.5]","[7.0, 0.0]",37.9,37.93333333333333,"(36, 78)","(38, 75)",-6.0,7.0,0.03333333333333144,7
"[-6.0, -2.0]","[7.5, 0.0]",37.93333333333333,37.96666666666667,"(36, 77)","(40, 79)",-6.0,7.5,0.033333333333338544,7
"[-6.5, -2.0]","[3.5, -1.0]",37.96666666666667,38.0,"(35, 77)","(39, 79)",-6.5,3.5,0.03333333333333144,7
"[-5.5, -1.5]","[5.5, -0.5]",38.0,38.03333333333333,"(36, 79)","(39, 80)",-5.5,5.5,0.03333333333333144,7
"[-5.5, -2.0]","[4.0, -0.5]",38.03333333333333,38.06666666666666,"(37, 77)","(40, 77)",-5.5,4.0,0.03333333333333144,7
"[-4.5, -2.5]","[5.5, 0.0]",38.06666666666666,38.1,"(37, 79)","(39, 81)",-4.5,5.5,0.033333333333338544,7
"[-4.5, -2.5]","[5.5, -0.5]",38.1,38.13333333333333,"(37, 79)","(40, 80)",-4.5,5.5,0.03333333333333144,7
"[-4.5, -2.5]","[6.0, -1.0]",38.13333333333333,38.166666666666664,"(37, 79)","(40, 80)",-4.5,6.0,0.03333333333333144,7
"[-4.5, -2.5]","[6.0, -1.0]",38.166666666666664,38.2,"(37, 80)","(40, 80)",-4.5,6.0,0.033333333333338544,7
"[-3.0, -2.5]","[6.0, -1.0]",38.2,38.233333333333334,"(37, 79)","(40, 80)",-3.0,6.0,0.03333333333333144,7
"[-3.5, -2.5]","[7.0, 0.0]",38.233333333333334,38.266666666666666,"(37, 80)","(40, 80)",-3.5,7.0,0.03333333333333144,7
"[-3.0, -2.5]","[6.0, 0.0]",38.266666666666666,38.3,"(36, 79)","(38, 78)",-3.0,6.0,0.03333333333333144,7
"[-3.5, -2.0]","[8.0, 0.0]",38.3,38.333333333333336,"(37, 80)","(41, 81)",-3.5,8.0,0.033333333333338544,7
"[-3.0, -2.5]","[7.5, -0.5]",38.333333333333336,38.36666666666667,"(38, 80)","(40, 80)",-3.0,7.5,0.03333333333333144,7
"[-3.0, -2.0]","[8.0, -1.0]",38.36666666666667,38.4,"(37, 79)","(39, 80)",-3.0,8.0,0.03333333333333144,7
"[-2.5, -2.5]","[8.0, -0.5]",38.4,38.43333333333333,"(37, 79)","(39, 78)",-2.5,8.0,0.03333333333333144,7
"[-0.5, -2.5]","[8.0, -0.5]",38.43333333333333,38.46666666666667,"(38, 79)","(40, 81)",-0.5,8.0,0.033333333333338544,7
"[-0.5, -2.0]","[9.5, 0.0]",38.46666666666667,38.5,"(38, 80)","(40, 80)",-0.5,9.5,0.03333333333333144,7
"[-1.0, -2.0]","[9.0, 0.0]",38.5,38.53333333333333,"(36, 79)","(38, 77)",-1.0,9.0,0.03333333333333144,7
"[-8.5, -2.0]","[4.5, -1.0]",38.53333333333333,38.56666666666666,"(36, 79)","(38, 78)",-8.5,4.5,0.03333333333333144,7
"[-8.5, -2.0]","[3.0, -1.0]",38.56666666666666,38.6,"(37, 80)","(39, 78)",-8.5,3.0,0.033333333333338544,7
"[-9.0, -1.5]","[3.0, -0.5]",38.6,38.63333333333333,"(36, 79)","(38, 79)",-9.0,3.0,0.03333333333333144,7
"[-9.5, -2.0]","[3.5, -1.0]",38.63333333333333,38.666666666666664,"(37, 78)","(38, 78)",-9.5,3.5,0.03333333333333144,7
"[-9.0, -1.5]","[2.0, -1.0]",38.666666666666664,38.7,"(36, 78)","(37, 79)",-9.0,2.0,0.033333333333338544,7
"[-9.0, -2.0]","[1.5, -0.5]",38.7,38.733333333333334,"(36, 79)","(38, 81)",-9.0,1.5,0.03333333333333144,7
"[-8.5, -2.0]","[2.5, -1.0]",38.733333333333334,38.766666666666666,"(36, 78)","(39, 79)",-8.5,2.5,0.03333333333333144,7
"[-9.0, -2.0]","[1.5, -1.5]",38.766666666666666,38.8,"(37, 79)","(39, 82)",-9.0,1.5,0.03333333333333144,7
"[-8.5, -2.5]","[2.0, -1.5]",38.8,38.833333333333336,"(38, 80)","(41, 82)",-8.5,2.0,0.033333333333338544,7
"[-9.0, -3.0]","[0.0, -1.5]",38.833333333333336,38.86666666666667,"(38, 78)","(39, 79)",-9.0,0.0,0.03333333333333144,7
"[-9.0, -2.0]","[2.5, -0.5]",38.86666666666667,38.9,"(38, 81)","(40, 84)",-9.0,2.5,0.03333333333333144,7
"[-8.5, -3.0]","[0.0, -2.0]",38.9,38.93333333333333,"(38, 78)","(39, 80)",-8.5,0.0,0.03333333333333144,7
"[-8.0, -3.0]","[1.0, -1.5]",38.93333333333333,38.96666666666667,"(39, 79)","(41, 83)",-8.0,1.0,0.033333333333338544,7
"[-7.5, -3.5]","[3.5, -1.5]",38.96666666666667,39.0,"(40, 81)","(42, 84)",-7.5,3.5,0.03333333333333144,7
"[-8.5, -3.0]","[2.0, -2.0]",39.0,39.03333333333333,"(39, 78)","(40, 78)",-8.5,2.0,0.03333333333333144,7
"[-7.0, -2.5]","[6.0, -1.0]",39.03333333333333,39.06666666666666,"(40, 78)","(40, 78)",-7.0,6.0,0.03333333333333144,7
"[-7.0, -2.0]","[5.0, -1.0]",39.06666666666666,39.1,"(39, 79)","(41, 78)",-7.0,5.0,0.033333333333338544,7
"[-6.5, -2.5]","[5.0, -0.5]",39.1,39.13333333333333,"(39, 78)","(40, 78)",-6.5,5.0,0.03333333333333144,7
"[-7.0, -2.5]","[6.0, 0.0]",39.13333333333333,39.166666666666664,"(38, 79)","(40, 78)",-7.0,6.0,0.03333333333333144,7
"[-5.5, -2.0]","[6.0, 0.0]",39.166666666666664,39.2,"(38, 78)","(39, 79)",-5.5,6.0,0.033333333333338544,7
"[-5.0, -2.0]","[4.5, -0.5]",39.2,39.233333333333334,"(38, 78)","(40, 79)",-5.0,4.5,0.03333333333333144,7
"[-6.0, -2.0]","[4.5, -1.0]",39.233333333333334,39.266666666666666,"(39, 78)","(41, 80)",-6.0,4.5,0.03333333333333144,7
"[-6.0, -2.5]","[5.0, -0.5]",39.266666666666666,39.3,"(39, 79)","(41, 79)",-6.0,5.0,0.03333333333333144,7
"[-6.5, -2.5]","[4.5, -0.5]",39.3,39.333333333333336,"(38, 78)","(40, 80)",-6.5,4.5,0.033333333333338544,7
"[-6.0, -2.0]","[5.0, -1.0]",39.333333333333336,39.36666666666667,"(39, 78)","(41, 79)",-6.0,5.0,0.03333333333333144,7
"[-5.0, -2.5]","[4.5, -0.5]",39.36666666666667,39.4,"(39, 77)","(41, 80)",-5.0,4.5,0.03333333333333144,7
"[-4.5, -2.5]","[6.0, -0.5]",39.4,39.43333333333333,"(39, 79)","(40, 80)",-4.5,6.0,0.03333333333333144,7
