left_eye_from_center,right_eye_from_center,start_time,end_time,left_eye_dim,right_eye_dim,left_eye_x,right_eye_x,duration,slide
"[-5.5, -2.5]","[7.0, 0.0]",39.43333333333333,39.46666666666667,"(38, 79)","(40, 80)",-5.5,7.0,0.033333333333338544,7
"[-5.5, -3.0]","[5.0, -1.0]",39.46666666666667,39.5,"(39, 79)","(41, 79)",-5.5,5.0,0.03333333333333144,7
"[-4.5, -2.5]","[5.5, -0.5]",39.5,39.53333333333333,"(41, 82)","(43, 82)",-4.5,5.5,0.03333333333333144,7
"[-4.0, -3.5]","[6.0, -0.5]",39.53333333333333,39.56666666666666,"(39, 80)","(41, 77)",-4.0,6.0,0.03333333333333144,7
"[-5.0, -3.5]","[7.5, -0.5]",39.56666666666666,39.6,"(40, 80)","(42, 81)",-5.0,7.5,0.033333333333338544,7
"[-5.0, -3.0]","[5.5, -1.0]",39.6,39.63333333333333,"(40, 78)","(42, 79)",-5.0,5.5,0.03333333333333144,7
"[-4.0, -3.0]","[6.5, 0.0]",39.63333333333333,39.666666666666664,"(40, 80)","(42, 79)",-4.0,6.5,0.03333333333333144,7
"[-3.0, -3.0]","[6.5, -1.0]",39.666666666666664,39.7,"(41, 79)","(43, 79)",-3.0,6.5,0.033333333333338544,7
"[-2.5, -3.5]","[6.5, -0.5]",39.7,39.733333333333334,"(40, 79)","(42, 80)",-2.5,6.5,0.03333333333333144,7
"[-2.5, -3.0]","[7.0, 0.0]",39.733333333333334,39.766666666666666,"(40, 79)","(42, 81)",-2.5,7.0,0.03333333333333144,7
"[-2.5, -3.0]","[7.5, -1.0]",39.766666666666666,39.8,"(40, 82)","(42, 83)",-2.5,7.5,0.03333333333333144,7
"[-3.0, -3.0]","[7.5, -1.0]",39.8,39.833333333333336,"(39, 81)","(40, 83)",-3.0,7.5,0.033333333333338544,7
"[-2.5, -2.5]","[7.5, -1.0]",39.833333333333336,39.86666666666667,"(37, 80)","(38, 83)",-2.5,7.5,0.03333333333333144,7
"[-1.0, -2.5]","[10.5, -1.0]",39.86666666666667,39.9,"(37, 82)","(37, 86)",-1.0,10.5,0.03333333333333144,7
"[-8.0, -1.5]","[3.0, -0.5]",39.9,39.93333333333333,"(37, 84)","(38, 81)",-8.0,3.0,0.03333333333333144,7
"[-8.0, -1.5]","[6.5, -1.0]",39.93333333333333,39.96666666666667,"(37, 84)","(37, 81)",-8.0,6.5,0.033333333333338544,7
"[-8.0, -1.5]","[5.5, -1.5]",39.96666666666667,40.0,"(37, 80)","(36, 83)",-8.0,5.5,0.03333333333333144,7
"[-8.0, -1.5]","[2.5, -1.0]",40.0,40.03333333333333,"(38, 82)","(37, 85)",-8.0,2.5,0.03333333333333144,7
"[-6.0, -1.0]","[2.5, -1.5]",40.03333333333333,40.06666666666666,"(38, 82)","(37, 85)",-6.0,2.5,0.03333333333333144,7
"[-6.0, -1.0]","[2.5, -1.5]",40.06666666666666,40.1,"(39, 77)","(38, 81)",-6.0,2.5,0.033333333333338544,7
"[-5.5, -0.5]","[6.5, -3.0]",40.1,40.13333333333333,"(39, 77)","(38, 81)",-5.5,6.5,0.03333333333333144,7
"[-5.5, -0.5]","[6.5, -3.0]",40.13333333333333,40.166666666666664,"(44, 76)","(44, 78)",-5.5,6.5,0.03333333333333144,7
"[-7.0, -1.0]","[4.0, -4.0]",40.166666666666664,40.2,"(44, 76)","(44, 78)",-7.0,4.0,0.033333333333338544,7
"[-7.0, -1.0]","[4.0, -4.0]",40.2,40.233333333333334,"(44, 76)","(44, 78)",-7.0,4.0,0.03333333333333144,7
"[-7.0, -1.0]","[4.0, -4.0]",40.233333333333334,40.266666666666666,"(44, 76)","(44, 78)",-7.0,4.0,0.03333333333333144,7
"[-7.0, -1.0]","[4.0, -4.0]",40.266666666666666,40.3,"(44, 76)","(44, 78)",-7.0,4.0,0.03333333333333144,7
"[-7.0, -1.0]","[4.0, -4.0]",40.3,40.333333333333336,"(41, 73)","(45, 77)",-7.0,4.0,0.033333333333338544,7
"[-6.5, -1.5]","[5.5, -4.5]",40.333333333333336,40.36666666666667,"(41, 73)","(45, 77)",-6.5,5.5,0.03333333333333144,7
"[-6.5, -1.5]","[5.5, -4.5]",40.36666666666667,40.4,"(38, 74)","(38, 79)",-6.5,5.5,0.03333333333333144,7
"[-5.0, -1.0]","[4.5, -3.0]",40.4,40.43333333333333,"(34, 74)","(35, 79)",-5.0,4.5,0.03333333333333144,7
"[-5.0, 0.0]","[4.5, -1.5]",40.43333333333333,40.46666666666667,"(36, 74)","(35, 77)",-5.0,4.5,0.033333333333338544,7
"[-6.0, -1.0]","[5.5, -1.5]",40.46666666666667,40.5,"(37, 76)","(34, 79)",-6.0,5.5,0.03333333333333144,7
"[-6.0, -0.5]","[5.5, -1.0]",40.5,40.53333333333333,"(38, 77)","(33, 78)",-6.0,5.5,0.03333333333333144,7
"[-7.5, -1.0]","[5.0, -1.5]",40.53333333333333,40.56666666666666,"(35, 78)","(29, 78)",-7.5,5.0,0.03333333333333144,7
"[-5.0, -0.5]","[6.0, -0.5]",40.56666666666666,40.6,"(33, 79)","(29, 76)",-5.0,6.0,0.033333333333338544,7
"[-5.5, -0.5]","[6.0, -0.5]",40.6,40.63333333333333,"(32, 82)","(30, 77)",-5.5,6.0,0.03333333333333144,7
"[-5.0, -1.0]","[5.5, 0.0]",40.63333333333333,40.666666666666664,"(32, 82)","(31, 75)",-5.0,5.5,0.03333333333333144,7
"[-5.0, -1.0]","[6.5, -0.5]",40.666666666666664,40.7,"(31, 82)","(33, 78)",-5.0,6.5,0.033333333333338544,7
"[-4.0, -1.5]","[6.0, -0.5]",40.7,40.733333333333334,"(31, 81)","(34, 77)",-4.0,6.0,0.03333333333333144,7
"[-4.5, -1.5]","[4.5, 0.0]",40.733333333333334,40.766666666666666,"(31, 81)","(36, 80)",-4.5,4.5,0.03333333333333144,7
"[-6.5, -1.5]","[5.0, -1.0]",40.766666666666666,40.8,"(31, 81)","(35, 79)",-6.5,5.0,0.03333333333333144,7
"[-5.5, -2.5]","[5.5, -0.5]",40.8,40.833333333333336,"(32, 80)","(35, 78)",-5.5,5.5,0.033333333333338544,7
"[-7.0, -2.0]","[4.0, -0.5]",40.833333333333336,40.86666666666667,"(33, 78)","(35, 75)",-7.0,4.0,0.03333333333333144,7
"[-6.0, -1.5]","[4.5, -0.5]",40.86666666666667,40.9,"(29, 79)","(32, 75)",-6.0,4.5,0.03333333333333144,7
"[-5.5, -1.5]","[5.5, 0.0]",40.9,40.93333333333333,"(36, 86)","(37, 82)",-5.5,5.5,0.03333333333333144,7
"[-6.0, -3.0]","[5.0, -1.5]",40.93333333333333,40.96666666666667,"(36, 86)","(37, 82)",-6.0,5.0,0.033333333333338544,7
"[-6.0, -3.0]","[5.0, -1.5]",40.96666666666667,41.0,"(37, 86)","(37, 78)",-6.0,5.0,0.03333333333333144,7
"[-8.0, -2.5]","[2.0, -0.5]",41.0,41.03333333333333,"(39, 87)","(40, 80)",-8.0,2.0,0.03333333333333144,7
"[-5.5, -2.5]","[6.0, -1.0]",41.03333333333333,41.06666666666666,"(40, 86)","(41, 83)",-5.5,6.0,0.03333333333333144,7
"[-5.0, -2.0]","[6.5, -1.5]",41.06666666666666,41.1,"(39, 84)","(39, 81)",-5.0,6.5,0.033333333333338544,7
"[-5.0, -2.5]","[6.5, -1.5]",41.1,41.13333333333333,"(39, 84)","(39, 81)",-5.0,6.5,0.03333333333333144,7
"[-5.0, -2.5]","[6.5, -1.5]",41.13333333333333,41.166666666666664,"(39, 84)","(39, 81)",-5.0,6.5,0.03333333333333144,7
"[-5.0, -2.5]","[6.5, -1.5]",41.166666666666664,41.2,"(37, 83)","(37, 81)",-5.0,6.5,0.033333333333338544,7
"[-7.5, -1.5]","[4.5, -1.5]",41.2,41.233333333333334,"(37, 82)","(37, 80)",-7.5,4.5,0.03333333333333144,7
"[-9.0, -1.5]","[0.0, -1.5]",41.233333333333334,41.266666666666666,"(37, 82)","(37, 80)",-9.0,0.0,0.03333333333333144,7
"[-9.0, -1.5]","[0.0, -1.5]",41.266666666666666,41.3,"(37, 84)","(37, 83)",-9.0,0.0,0.03333333333333144,7
"[-11.0, -1.5]","[-0.5, -0.5]",41.3,41.333333333333336,"(37, 84)","(37, 83)",-11.0,-0.5,0.033333333333338544,7
"[-11.0, -1.5]","[-0.5, -0.5]",41.333333333333336,41.36666666666667,"(32, 81)","(32, 81)",-11.0,-0.5,0.03333333333333144,7
"[-9.5, -1.0]","[1.5, -1.0]",41.36666666666667,41.4,"(35, 84)","(34, 84)",-9.5,1.5,0.03333333333333144,7
"[-9.0, -1.5]","[1.0, -1.0]",41.4,41.43333333333333,"(36, 82)","(35, 82)",-9.0,1.0,0.03333333333333144,7
"[-8.0, -1.0]","[3.0, -1.5]",41.43333333333333,41.46666666666667,"(37, 83)","(36, 84)",-8.0,3.0,0.033333333333338544,7
"[-8.5, -1.5]","[1.0, -1.0]",41.46666666666667,41.5,"(38, 84)","(38, 84)",-8.5,1.0,0.03333333333333144,7
"[-9.0, -1.0]","[3.0, -1.0]",41.5,41.53333333333333,"(38, 83)","(37, 83)",-9.0,3.0,0.03333333333333144,7
"[-8.5, -2.0]","[2.5, -1.5]",41.53333333333333,41.56666666666666,"(36, 81)","(36, 81)",-8.5,2.5,0.03333333333333144,7
"[-7.5, -1.0]","[3.5, -1.0]",41.56666666666666,41.6,"(37, 83)","(37, 83)",-7.5,3.5,0.033333333333338544,7
"[-7.5, -1.5]","[2.5, -1.5]",41.6,41.63333333333333,"(36, 82)","(37, 81)",-7.5,2.5,0.03333333333333144,7
"[-7.0, -1.0]","[3.5, -1.5]",41.63333333333333,41.666666666666664,"(37, 81)","(38, 81)",-7.0,3.5,0.03333333333333144,7
"[-6.5, -1.5]","[3.5, -1.0]",41.666666666666664,41.7,"(38, 82)","(37, 84)",-6.5,3.5,0.033333333333338544,7
"[-5.0, -2.0]","[4.0, -0.5]",41.7,41.733333333333334,"(37, 81)","(37, 83)",-5.0,4.0,0.03333333333333144,7
"[-5.5, -1.5]","[4.5, -1.5]",41.733333333333334,41.766666666666666,"(36, 82)","(36, 83)",-5.5,4.5,0.03333333333333144,7
"[-6.0, -2.0]","[4.5, -1.0]",41.766666666666666,41.8,"(37, 84)","(37, 83)",-6.0,4.5,0.03333333333333144,7
"[-6.0, -2.5]","[5.5, -1.5]",41.8,41.833333333333336,"(37, 83)","(37, 83)",-6.0,5.5,0.033333333333338544,7
"[-5.5, -2.5]","[4.5, -1.5]",41.833333333333336,41.86666666666667,"(36, 83)","(36, 82)",-5.5,4.5,0.03333333333333144,7
"[-5.5, -2.0]","[6.0, -1.0]",41.86666666666667,41.9,"(36, 83)","(34, 81)",-5.5,6.0,0.03333333333333144,7
"[-5.5, -2.0]","[5.5, -1.0]",41.9,41.93333333333333,"(37, 83)","(36, 82)",-5.5,5.5,0.03333333333333144,7
"[-5.5, -2.5]","[5.0, -1.0]",41.93333333333333,41.96666666666667,"(37, 82)","(36, 80)",-5.5,5.0,0.033333333333338544,7
"[-7.0, -1.5]","[5.0, -1.0]",41.96666666666667,42.0,"(38, 82)","(37, 84)",-7.0,5.0,0.03333333333333144,7
"[-6.0, -2.0]","[5.0, -1.5]",42.0,42.03333333333333,"(37, 82)","(37, 85)",-6.0,5.0,0.03333333333333144,7
"[-6.0, -1.5]","[4.5, -1.5]",42.03333333333333,42.06666666666666,"(35, 83)","(36, 83)",-6.0,4.5,0.03333333333333144,7
"[-6.5, -1.5]","[6.5, -1.0]",42.06666666666666,42.1,"(37, 83)","(37, 83)",-6.5,6.5,0.033333333333338544,7
"[-6.5, -2.5]","[5.5, -1.5]",42.1,42.13333333333333,"(38, 83)","(38, 83)",-6.5,5.5,0.03333333333333144,7
"[-6.5, -2.0]","[3.5, -1.0]",42.13333333333333,42.166666666666664,"(37, 84)","(37, 84)",-6.5,3.5,0.03333333333333144,7
"[-6.0, -1.5]","[4.0, -0.5]",42.166666666666664,42.2,"(37, 83)","(37, 84)",-6.0,4.0,0.033333333333338544,7
"[-5.5, -1.5]","[5.0, -0.5]",42.2,42.233333333333334,"(37, 82)","(38, 82)",-5.5,5.0,0.03333333333333144,7
"[-4.0, -2.5]","[7.0, -1.0]",42.233333333333334,42.266666666666666,"(37, 82)","(38, 81)",-4.0,7.0,0.03333333333333144,7
"[-4.0, -1.5]","[7.5, -1.0]",42.266666666666666,42.3,"(37, 84)","(38, 84)",-4.0,7.5,0.03333333333333144,7
"[-4.0, -1.5]","[7.0, -1.0]",42.3,42.333333333333336,"(37, 83)","(37, 81)",-4.0,7.0,0.033333333333338544,7
"[-3.5, -2.5]","[7.5, -1.5]",42.333333333333336,42.36666666666667,"(38, 84)","(38, 81)",-3.5,7.5,0.03333333333333144,7
"[-9.0, -2.0]","[2.5, -1.0]",42.36666666666667,42.4,"(37, 84)","(37, 83)",-9.0,2.5,0.03333333333333144,7
"[-10.0, -1.5]","[1.5, -1.5]",42.4,42.43333333333333,"(37, 83)","(36, 80)",-10.0,1.5,0.03333333333333144,7
"[-10.5, -1.5]","[2.0, -1.0]",42.43333333333333,42.46666666666667,"(36, 82)","(36, 80)",-10.5,2.0,0.033333333333338544,7
"[-10.0, -1.0]","[2.0, -1.0]",42.46666666666667,42.5,"(37, 83)","(36, 82)",-10.0,2.0,0.03333333333333144,7
"[-10.5, -1.5]","[1.0, -1.0]",42.5,42.53333333333333,"(38, 82)","(37, 80)",-10.5,1.0,0.03333333333333144,7
"[-10.0, -2.0]","[2.0, -1.5]",42.53333333333333,42.56666666666666,"(37, 82)","(36, 80)",-10.0,2.0,0.03333333333333144,7
"[-10.0, -1.5]","[2.0, -1.0]",42.56666666666666,42.6,"(36, 82)","(35, 81)",-10.0,2.0,0.033333333333338544,7
"[-10.0, -1.0]","[0.5, -0.5]",42.6,42.63333333333333,"(35, 82)","(35, 82)",-10.0,0.5,0.03333333333333144,7
"[-9.0, -1.5]","[1.0, -1.5]",42.63333333333333,42.666666666666664,"(36, 82)","(34, 81)",-9.0,1.0,0.03333333333333144,7
"[-9.0, -1.0]","[2.5, -1.0]",42.666666666666664,42.7,"(36, 82)","(35, 81)",-9.0,2.5,0.033333333333338544,7
"[-9.0, -1.0]","[1.5, -0.5]",42.7,42.733333333333334,"(35, 82)","(35, 81)",-9.0,1.5,0.03333333333333144,7
"[-8.0, -1.5]","[3.5, -0.5]",42.733333333333334,42.766666666666666,"(36, 82)","(37, 82)",-8.0,3.5,0.03333333333333144,7
"[-9.0, -1.0]","[3.0, -0.5]",42.766666666666666,42.8,"(37, 83)","(37, 83)",-9.0,3.0,0.03333333333333144,7
"[-8.5, -1.5]","[3.5, -1.5]",42.8,42.833333333333336,"(36, 82)","(37, 84)",-8.5,3.5,0.033333333333338544,7
"[-8.0, -1.0]","[2.0, -1.5]",42.833333333333336,42.86666666666667,"(36, 82)","(37, 81)",-8.0,2.0,0.03333333333333144,7
"[-8.0, -2.0]","[4.5, -1.5]",42.86666666666667,42.9,"(37, 82)","(36, 83)",-8.0,4.5,0.03333333333333144,7
"[-8.0, -1.5]","[2.5, -1.0]",42.9,42.93333333333333,"(37, 83)","(37, 85)",-8.0,2.5,0.03333333333333144,7
"[-7.5, -1.5]","[1.5, -1.5]",42.93333333333333,42.96666666666667,"(37, 82)","(39, 84)",-7.5,1.5,0.033333333333338544,7
"[-7.0, -1.5]","[3.0, -0.5]",42.96666666666667,43.0,"(37, 78)","(39, 79)",-7.0,3.0,0.03333333333333144,7
"[-7.0, -2.5]","[4.5, -0.5]",43.0,43.03333333333333,"(37, 78)","(38, 79)",-7.0,4.5,0.03333333333333144,7
"[-6.0, -2.5]","[4.5, -1.0]",43.03333333333333,43.06666666666666,"(36, 76)","(38, 78)",-6.0,4.5,0.03333333333333144,7
"[-6.0, -2.0]","[4.0, -1.0]",43.06666666666666,43.1,"(37, 78)","(39, 80)",-6.0,4.0,0.033333333333338544,7
"[-7.0, -1.5]","[4.0, -0.5]",43.1,43.13333333333333,"(37, 77)","(39, 78)",-7.0,4.0,0.03333333333333144,7
"[-6.5, -2.5]","[4.0, -0.5]",43.13333333333333,43.166666666666664,"(35, 77)","(37, 78)",-6.5,4.0,0.03333333333333144,7
"[-6.5, -1.5]","[5.0, -0.5]",43.166666666666664,43.2,"(35, 80)","(37, 80)",-6.5,5.0,0.033333333333338544,7
"[-7.0, -1.5]","[3.0, -1.5]",43.2,43.233333333333334,"(36, 79)","(37, 82)",-7.0,3.0,0.03333333333333144,7
"[-6.5, -2.0]","[3.0, -1.5]",43.233333333333334,43.266666666666666,"(34, 78)","(37, 79)",-6.5,3.0,0.03333333333333144,7
"[-5.0, -2.0]","[3.5, -0.5]",43.266666666666666,43.3,"(34, 78)","(37, 80)",-5.0,3.5,0.03333333333333144,7
"[-5.0, -2.0]","[5.0, -0.5]",43.3,43.333333333333336,"(34, 78)","(37, 77)",-5.0,5.0,0.033333333333338544,7
"[-6.0, -1.0]","[5.5, -0.5]",43.333333333333336,43.36666666666667,"(35, 80)","(37, 80)",-6.0,5.5,0.03333333333333144,7
"[-5.0, -1.5]","[5.0, -0.5]",43.36666666666667,43.4,"(36, 81)","(37, 81)",-5.0,5.0,0.03333333333333144,7
"[-6.5, -2.0]","[4.5, -0.5]",43.4,43.43333333333333,"(36, 80)","(37, 79)",-6.5,4.5,0.03333333333333144,7
"[-5.0, -2.0]","[6.5, -0.5]",43.43333333333333,43.46666666666667,"(36, 80)","(38, 78)",-5.0,6.5,0.033333333333338544,7
"[-5.0, -2.0]","[6.0, -1.0]",43.46666666666667,43.5,"(37, 79)","(38, 79)",-5.0,6.0,0.03333333333333144,7
"[-4.5, -2.5]","[6.5, -1.0]",43.5,43.53333333333333,"(35, 79)","(36, 77)",-4.5,6.5,0.03333333333333144,7
"[-9.5, -1.5]","[2.5, -1.0]",43.53333333333333,43.56666666666666,"(35, 80)","(36, 78)",-9.5,2.5,0.03333333333333144,7
"[-10.0, -1.5]","[0.0, -1.0]",43.56666666666666,43.6,"(35, 79)","(36, 77)",-10.0,0.0,0.033333333333338544,7
"[-10.5, -1.5]","[0.5, -1.0]",43.6,43.63333333333333,"(37, 81)","(38, 81)",-10.5,0.5,0.03333333333333144,7
"[-10.5, -1.5]","[-1.5, -1.0]",43.63333333333333,43.666666666666664,"(36, 81)","(37, 82)",-10.5,-1.5,0.03333333333333144,7
"[-10.5, -1.0]","[-1.0, -1.5]",43.666666666666664,43.7,"(36, 80)","(37, 79)",-10.5,-1.0,0.033333333333338544,7
"[-10.0, -2.0]","[0.5, -1.5]",43.7,43.733333333333334,"(36, 82)","(38, 78)",-10.0,0.5,0.03333333333333144,7
"[-10.0, -2.0]","[3.0, -1.0]",43.733333333333334,43.766666666666666,"(33, 79)","(34, 78)",-10.0,3.0,0.03333333333333144,7
"[-9.5, -2.5]","[1.0, -1.0]",43.766666666666666,43.8,"(28, 77)","(31, 78)",-9.5,1.0,0.03333333333333144,7
"[-6.5, -1.0]","[-2.0, -0.5]",43.8,43.833333333333336,"(30, 79)","(33, 79)",-6.5,-2.0,0.033333333333338544,7
"[-9.5, -1.0]","[1.5, -0.5]",43.833333333333336,43.86666666666667,"(34, 79)","(34, 77)",-9.5,1.5,0.03333333333333144,7
"[-9.5, -2.0]","[1.5, -1.0]",43.86666666666667,43.9,"(33, 82)","(35, 83)",-9.5,1.5,0.03333333333333144,7
"[-10.0, -1.5]","[-0.5, -0.5]",43.9,43.93333333333333,"(34, 80)","(35, 81)",-10.0,-0.5,0.03333333333333144,7
"[-10.0, -2.0]","[0.5, -0.5]",43.93333333333333,43.96666666666667,"(35, 79)","(35, 76)",-10.0,0.5,0.033333333333338544,7
"[-9.5, -1.5]","[3.0, -0.5]",43.96666666666667,44.0,"(35, 80)","(35, 82)",-9.5,3.0,0.03333333333333144,7
"[-10.0, -1.5]","[0.0, -1.5]",44.0,44.03333333333333,"(34, 79)","(35, 78)",-10.0,0.0,0.03333333333333144,7
"[-9.5, -2.0]","[3.0, -0.5]",44.03333333333333,44.06666666666666,"(35, 81)","(36, 80)",-9.5,3.0,0.03333333333333144,7
"[-9.5, -1.5]","[2.0, -1.0]",44.06666666666666,44.1,"(35, 80)","(35, 80)",-9.5,2.0,0.033333333333338544,7
"[-9.0, -1.5]","[3.0, -0.5]",44.1,44.13333333333333,"(35, 82)","(36, 83)",-9.0,3.0,0.03333333333333144,7
"[-9.0, -1.5]","[1.5, -1.0]",44.13333333333333,44.166666666666664,"(35, 81)","(35, 81)",-9.0,1.5,0.03333333333333144,7
"[-8.5, -1.5]","[2.5, -0.5]",44.166666666666664,44.2,"(34, 82)","(35, 85)",-8.5,2.5,0.033333333333338544,7
"[-8.0, -2.0]","[-0.5, -1.5]",44.2,44.233333333333334,"(35, 82)","(35, 85)",-8.0,-0.5,0.03333333333333144,7
"[-8.0, -1.5]","[1.5, -1.5]",44.233333333333334,44.266666666666666,"(34, 79)","(35, 79)",-8.0,1.5,0.03333333333333144,7
"[-5.5, -2.0]","[5.5, -0.5]",44.266666666666666,44.3,"(34, 82)","(34, 84)",-5.5,5.5,0.03333333333333144,7
"[-7.0, -2.0]","[2.0, -1.0]",44.3,44.333333333333336,"(36, 82)","(36, 83)",-7.0,2.0,0.033333333333338544,7
"[-6.0, -2.0]","[3.5, -1.0]",44.333333333333336,44.36666666666667,"(35, 81)","(36, 81)",-6.0,3.5,0.03333333333333144,7
"[-6.5, -1.5]","[5.5, -1.0]",44.36666666666667,44.4,"(35, 81)","(35, 80)",-6.5,5.5,0.03333333333333144,7
"[-5.5, -1.5]","[6.0, -0.5]",44.4,44.43333333333333,"(35, 82)","(36, 83)",-5.5,6.0,0.03333333333333144,7
"[-6.0, -1.5]","[4.5, -1.0]",44.43333333333333,44.46666666666667,"(35, 81)","(35, 83)",-6.0,4.5,0.033333333333338544,7
"[-5.5, -1.5]","[3.5, -0.5]",44.46666666666667,44.5,"(35, 83)","(35, 83)",-5.5,3.5,0.03333333333333144,7
"[-6.5, -2.5]","[4.5, -0.5]",44.5,44.53333333333333,"(35, 83)","(35, 84)",-6.5,4.5,0.03333333333333144,7
"[-5.5, -1.5]","[5.0, -0.5]",44.53333333333333,44.56666666666666,"(35, 82)","(35, 85)",-5.5,5.0,0.03333333333333144,7
"[-5.0, -1.5]","[4.5, -0.5]",44.56666666666666,44.6,"(36, 81)","(36, 82)",-5.0,4.5,0.033333333333338544,7
"[-4.5, -2.0]","[5.0, -1.0]",44.6,44.63333333333333,"(36, 82)","(36, 84)",-4.5,5.0,0.03333333333333144,7
"[-5.0, -2.0]","[4.0, -1.0]",44.63333333333333,44.666666666666664,"(35, 81)","(36, 83)",-5.0,4.0,0.03333333333333144,7
"[-4.5, -1.5]","[4.5, -1.0]",44.666666666666664,44.7,"(36, 83)","(37, 86)",-4.5,4.5,0.033333333333338544,7
"[-4.5, -2.0]","[3.0, -0.5]",44.7,44.733333333333334,"(36, 82)","(36, 84)",-4.5,3.0,0.03333333333333144,7
"[-4.0, -2.0]","[6.0, -1.0]",44.733333333333334,44.766666666666666,"(38, 83)","(38, 84)",-4.0,6.0,0.03333333333333144,7
"[-3.5, -2.0]","[5.0, -1.0]",44.766666666666666,44.8,"(36, 83)","(37, 83)",-3.5,5.0,0.03333333333333144,7
"[-4.5, -2.0]","[5.5, -0.5]",44.8,44.833333333333336,"(37, 83)","(37, 86)",-4.5,5.5,0.033333333333338544,7
"[-4.5, -1.5]","[4.0, -0.5]",44.833333333333336,44.86666666666667,"(37, 82)","(37, 81)",-4.5,4.0,0.03333333333333144,7
"[-6.0, -1.5]","[5.5, -1.5]",44.86666666666667,44.9,"(37, 83)","(37, 85)",-6.0,5.5,0.03333333333333144,7
"[-4.5, -2.5]","[4.5, -0.5]",44.9,44.93333333333333,"(36, 82)","(36, 83)",-4.5,4.5,0.03333333333333144,7
"[-4.0, -2.0]","[5.5, -1.0]",44.93333333333333,44.96666666666667,"(37, 81)","(36, 82)",-4.0,5.5,0.033333333333338544,7
"[-4.5, -1.5]","[6.0, -1.0]",44.96666666666667,45.0,"(36, 82)","(37, 85)",-4.5,6.0,0.03333333333333144,7
"[-3.0, -2.0]","[4.5, -1.5]",45.0,45.03333333333333,"(37, 82)","(38, 83)",-3.0,4.5,0.03333333333333144,7
"[-3.0, -2.5]","[6.5, -1.0]",45.03333333333333,45.06666666666666,"(37, 83)","(37, 83)",-3.0,6.5,0.03333333333333144,7
"[-3.5, -2.5]","[6.5, -0.5]",45.06666666666666,45.1,"(38, 83)","(38, 84)",-3.5,6.5,0.033333333333338544,7
"[-2.5, -2.0]","[6.0, -1.0]",45.1,45.13333333333333,"(37, 82)","(37, 84)",-2.5,6.0,0.03333333333333144,7
"[-3.0, -2.5]","[5.0, -0.5]",45.13333333333333,45.166666666666664,"(36, 82)","(35, 83)",-3.0,5.0,0.03333333333333144,7
"[-10.0, -2.0]","[-0.5, -0.5]",45.166666666666664,45.2,"(36, 83)","(37, 83)",-10.0,-0.5,0.033333333333338544,7
"[-10.5, -1.0]","[0.5, -0.5]",45.2,45.233333333333334,"(36, 82)","(35, 81)",-10.5,0.5,0.03333333333333144,7
"[-11.0, -1.0]","[-0.5, -1.5]",45.233333333333334,45.266666666666666,"(36, 82)","(36, 83)",-11.0,-0.5,0.03333333333333144,7
"[-11.0, -2.0]","[-0.5, -1.0]",45.266666666666666,45.3,"(36, 83)","(36, 82)",-11.0,-0.5,0.03333333333333144,7
"[-11.5, -1.0]","[0.0, -1.0]",45.3,45.333333333333336,"(36, 81)","(36, 78)",-11.5,0.0,0.033333333333338544,7
"[-10.5, -2.0]","[2.0, -1.0]",45.333333333333336,45.36666666666667,"(35, 82)","(35, 82)",-10.5,2.0,0.03333333333333144,7
"[-10.0, -1.5]","[-1.0, -0.5]",45.36666666666667,45.4,"(37, 81)","(37, 78)",-10.0,-1.0,0.03333333333333144,7
"[-10.5, -1.5]","[1.0, -0.5]",45.4,45.43333333333333,"(35, 83)","(35, 83)",-10.5,1.0,0.03333333333333144,7
"[-10.5, -1.5]","[-1.5, -0.5]",45.43333333333333,45.46666666666667,"(36, 81)","(36, 80)",-10.5,-1.5,0.033333333333338544,7
"[-10.5, -1.0]","[0.0, -1.0]",45.46666666666667,45.5,"(35, 83)","(36, 82)",-10.5,0.0,0.03333333333333144,7
"[-10.5, -1.5]","[0.0, -1.0]",45.5,45.53333333333333,"(35, 83)","(36, 82)",-10.5,0.0,0.03333333333333144,7
"[-10.5, -1.5]","[1.0, -1.0]",45.53333333333333,45.56666666666666,"(35, 83)","(34, 82)",-10.5,1.0,0.03333333333333144,7
"[-10.5, -1.5]","[0.0, -1.0]",45.56666666666666,45.6,"(35, 82)","(36, 83)",-10.5,0.0,0.033333333333338544,7
"[-11.0, -1.5]","[-0.5, -1.0]",45.6,45.63333333333333,"(36, 84)","(37, 83)",-11.0,-0.5,0.03333333333333144,7
"[-10.0, -2.0]","[0.5, -0.5]",45.63333333333333,45.666666666666664,"(36, 83)","(36, 84)",-10.0,0.5,0.03333333333333144,7
"[-10.5, -1.0]","[-1.0, -1.0]",45.666666666666664,45.7,"(36, 82)","(35, 84)",-10.5,-1.0,0.033333333333338544,7
"[-10.0, -1.0]","[-1.0, -1.5]",45.7,45.733333333333334,"(34, 83)","(34, 83)",-10.0,-1.0,0.03333333333333144,7
"[-10.5, -1.0]","[0.5, -1.0]",45.733333333333334,45.766666666666666,"(35, 82)","(35, 80)",-10.5,0.5,0.03333333333333144,7
"[-10.0, -1.5]","[2.0, -0.5]",45.766666666666666,45.8,"(34, 82)","(35, 80)",-10.0,2.0,0.03333333333333144,7
"[-10.0, -1.0]","[1.0, -0.5]",45.8,45.833333333333336,"(35, 82)","(35, 82)",-10.0,1.0,0.033333333333338544,7
